name,price,rating,review_count,cuisine,address,display_phone,comments
The Thirsty Koala,2,4.5,135.0,"['australian', 'vegetarian_friendly', 'vegan_options']","3512 Ditmars Blvd, Astoria, NY 11105-2107",+1 718-626-5430,"WOW, what a great experience.  Authentic Australian drinks, food and culture here in Astoria, NY.  The atmosphere here is fun and very lively.  From the appetizers to the entrees everything was delicious .  My friends and I took the advice of the owner and staff...More"
Hattie's,2,4.0,747.0,['american'],"45 Phila St, Saratoga Springs, NY 12866-3211",+1 518-584-4790,"Took friends into restaurant for pre chowderfest dinner. We all had fried chicken, Nashville chicken and catfish. 
There chicken has been rated best in ny state by food channel and after you try you will taste why. Awards all over the walls 
Small place nice...More"
Lanie's Cafe,2,4.5,176.0,"['italian', 'american', 'bar']","471 Albany Shaker Rd, Albany, NY 12211-1583",+1 518-438-5005,"While visiting Albany we came here for dinner. It was a long wait (Saturday night and we did not have reservations).  The restaurant was noisy but the food was very good.  As others mentioned, the portions are large.  We saw many people leaving with leftovers,...More"
Aloy's Italian Restaurant,2,4.5,153.0,"['italian', 'pizza', 'vegetarian_friendly']","157 Garden St, Poughkeepsie, NY 12601-1933",+1 845-473-8400,Haven't been to Alloy's in years so wife and I and 5 of our friends decided to eat here. Food was absolutely delicious and portions were large. Service was out of this world. Prices were very reasonable. We will defiantly start going more often.
Nerai,2,4.5,647.0,"['seafood', 'mediterranean', 'greek']","55 E 54th St, New York City, NY 10022-4206",+1 212-759-5554,"If you're looking to get off of ""restaurant row"" and need an option for a pre show meal, I would recommend Nerai.  The space is very nice and roomy for a NY restaurant.  We had more then a foot in between tables.  The wait staff...More"
Lombardo's Pizza and Pasta,2,4.0,96.0,"['italian', 'pizza', 'vegetarian_friendly']","1203 Mamaroneck Ave, White Plains, NY 10605-4804",+1 914-615-9090,"Came here on the spur of the moment. We had the Marguerita pizza
and the calamari scarpiello which was the best we ever had
Comes with a little sausage and a hint of spice

Excellent service."
Amy Ruth's Home Style Southern Cuisine,2,4.0,895.0,"['american', 'vegetarian_friendly']","113 W 116th St, New York City, NY 10026-2521",+1 212-280-8779,Hands down the best fried chicken I have ever had! Come hungry - the portions are huge. Can’t wait to go back and have the chicken and waffles. My husband said it was great!
zero otto nove,2,4.5,426.0,"['italian', 'pizza', 'vegetarian_friendly']","2357 Arthur Ave, Bronx, NY 10458-8103",+1 718-220-1027,"A fund and exciting menu...staff is helpful and  accommodating  and dining there is really an experience like
being in  Tuscany...especially if it is someone's birthday!"
Joe & Pat Pizzeria,2,4.5,107.0,"['italian', 'pizza', 'vegetarian_friendly']","1758 Victory Blvd, Staten Island, NY 10314-3510",+1 718-981-0887,the pizza here is one of Staten Islands best.  They make a thin crust and it's super nice. This is a delicious meal paired with one of their salads.....love the fennel one.  Try an add on to the pizza and save your appetite because you...More
Duff's Famous Wings,2,4.0,214.0,"['american', 'bar', 'pub']","8351 Niagara Falls Blvd, Niagara Falls, NY 14304-4708",+1 716-236-0333,"We got wings, and boneless wings. They weren’t anything extraordinary. Service was poor and slow . Never got one of our orders and was given the wrong bill! Definitely have had better"
BLT Steak White Plains,2,4.0,205.0,"['american', 'steakhouse', 'gluten_free_options']","221 Main Street, White Plains, NY 10601",+1 914-467-5500,"We are locals and had dinner here for the first time and were very disappointed and surprised by the poor service we received. Things started off nicely, we were seated promptly, the dining room was filling up. We ordered drinks and the $8 bottle of...More"
Agnanti,2,4.5,175.0,"['mediterranean', 'greek', 'vegetarian_friendly']","1906 Ditmars Blvd, Astoria, NY 11105-3658",+1 718-545-4554,"I went to this lovely restaurant during my visit to New York. I’ve been working in a Greek restaurant, in Holland, owned by a lovely Nice Greek family, myself for almost 3 years now and I must see that the food was incredibly delicious and...More"
City Vineyard,2,4.5,374.0,"['american', 'bar', 'seafood']","233 West Street, New York City, NY 10013",+1 646-677-8350,"Came here to see Andrea Gibson perform, we were excited for the show but became even more excited when we saw what a cool spot this was, the Views and vibe were awesome and to match the ambiance, the service and food were phenomenal. We...More"
The Melting Pot,2,4.0,222.0,"['american', 'vegetarian_friendly', 'gluten_free_options']","30 Mamaroneck Ave, White Plains, NY 10601-3308",+1 914-993-6358,"Been coming here a while and don’t usually write reviews. Today Danaya gave us the best service I’ve had anywhere ever! She was truly amazing and had us smiling all night and that deserves recognition! Also, when reserving a table online, the 3 roses make...More"
Brasserie 292,2,4.5,353.0,"['european', 'french', 'vegetarian_friendly']","292 Main St, Poughkeepsie, NY 12601-3108",+1 845-473-0292,This used to be one of our favorite restaurants. We had such a bad experience for dinner last night we probably will never go back again. Looks like the staff was too busy for us. We seemed to be ignored which turned a simple dinner...More
Manhatta,2,4.5,308.0,"['american', 'vegetarian_friendly', 'gluten_free_options']","28 Liberty St, New York City, NY 10005-1400",+1 212-230-5788,"Wow, what a place.  Food was fantastic.  Views are ridiculous.
But what set my visit apart was a specific manager working that night.
The beginning of my experience at the Chef's Table was less than stellar, but then Paris got involved.   I didn't have to...More"
Calle Ocho,2,4.0,465.0,"['latin', 'central_american', 'spanish']","2756 Broadway, New York City, NY 10025",+1 212-873-5025,"We went a few weeks after opening. The food was mediocre, service was mediocre, and management seemed totally overwhelmed and unprepared.  The experience was quite negative and  we will not be back."
Bakery Restaurant and Lounge,2,4.5,294.0,"['american', 'steakhouse', 'seafood']","3004 Niagara St, Niagara Falls, NY 14303-2030",+1 716-282-9498,We come once a week for delicious food and excellent service!!! Great atmosphere and friendly people!  Haven't had a bad meal yet!  We've been coming for 4 years!
Enoteca Maria,2,4.5,218.0,"['italian', 'vegetarian_friendly', 'vegan_options']","27 Hyatt St, Staten Island, NY 10301-1801",+1 718-447-2777,"Went there for the SECOND time and walked out saying ...."" Why did we come here again?!""
I don't think I will be going back unfortunately.... I understand it was Valentines Day and I shouldn't expect a lot.... but coming from a #7 rated best...More"
Jackson Diner,2,4.0,149.0,"['indian', 'vegetarian_friendly', 'vegan_options']","3747 74th St, Jackson Heights, NY 11372-6337",+1 718-672-1232,"We chance upon this restaurant as we were visited the Little India of NY at Queens. There were serving lunch buffet at a reasonable price.

The buffet was mediocre; maybe their a la carte is better; we're not sure. We will probably try other restaurants...More"
Oregano,2,4.5,281.0,"['italian', 'pizza', 'vegetarian_friendly']","102 Berry St, Brooklyn, NY 11249-3231",718-599-5988,Beaut little place run by the nicest people. We were treated like friends and the food was superb. I’d go back in a heartbeat! Thanks team Oregano!
Home Style Pizza & Submarine,2,4.0,108.0,"['italian', 'pizza', 'vegetarian_friendly']","1720 Union St, Schenectady, NY 12309-6222",+1 518-372-7270,"Outstanding pizza and fantastic service by Colleen. Pizza was tasty, hot, and satisfied four children and three adults! Would definitely  back here again in a heartbeat"
SottoCasa Pizzeria,2,4.5,406.0,"['pizza', 'neapolitan', 'campania']","227 Lenox Ave, New York City, NY 10027-6542",+1 646-928-4870,"This is my second time here. I didn’t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More"
Queen Italian Restaurant,2,4.5,334.0,"['italian', 'vegetarian_friendly', 'vegan_options']","84 Court St, Brooklyn, NY 11201-5042",+1 718-596-5955,"All is done on premise, they have  delicious food and all natural ingredients. The breads they serve at the table, the desserts, the fresh pasta, it’s all so good and so delicious.  They make sure my food is prepared for me since i am pescatarian...More"
Adrienne's Pizzabar,2,4.5,854.0,"['italian', 'pizza', 'vegetarian_friendly']","54 Stone St, New York City, NY 10004-2617",+1 212-248-3838,"Came across this pizza bar walking back to our hotel after visiting the Statue of Liberty. I am so glad we came here; the pizza was out of this world. The flavours were incredible, pizza was well presented, and 1 pizza was shared between 3...More"
Suzy Q's Barbeque Shack,2,4.5,133.0,"['american', 'barbecue']","2829 Niagara St, Buffalo, NY 14207-1031",+1 716-873-0757,After about 5 tries to find them open I finally got to try this place. After all the reviews i was expecting to be blown away... i was not. the is decent BBQ for Buffalo but was lacking the smoked flavor good BBQ has. The...More
Blue Ribbon Restaurant,2,4.5,372.0,"['seafood', 'gluten_free_options']","1801 State St, Schenectady, NY 12304-2023",+1 518-393-2600,Great Food at a great price Prime rib was cooked to perfection and the aus Juis sauce was good on the potatoes.
The Hollow Bar + Kitchen,2,4.0,167.0,"['italian', 'american', 'bar']","79 N Pearl St, Albany, NY 12207-2293",+1 518-426-8550,"Chose this place due to location down the street from stadium and menu options. Rustic atmosphere, creative decorating, very friendly staff and delicious dinner. All of us were satisfied. Recommend reservations, even if going at an off time.  Would go here again."
Simeon's On the Commons,2,4.0,219.0,"['american', 'bar', 'pub']","224 E State St, Ithaca, NY 14850-5548",+1 607-272-2212,My girlfriend and I had a recent trip to Ithaca and were treated terrificall by the Brenda who has been a long time employee.  The restaurant is on the commons so its convenient to the downtown hotels and has a feel of comfort in an...More
Zaika Indian Cuisine Buffet & Bar,2,4.5,496.0,"['international', 'indian', 'asian']","421 3rd St, Niagara Falls, NY 14301-1505",+1 716-804-0444,"Went to Zaika after reading the reviews.   Food was OK,  some dishes were pretty good.  We would have preferred entrees be cooked when ordered as oppose to a buffet.  Makes us wonder the freshness of the entrees in a buffet setting.  The naan was quite...More"
London Lennie's,2,4.0,297.0,"['american', 'seafood', 'gluten_free_options']","6388 Woodhaven Blvd, Rego Park, NY 11374-4840",+1 718-894-8084,"I tend to avoid restaurants where almost all of the main courses are over $30 but this place has a special ranking. In the past I have been to top seafood restaurants in Manhattan and elsewhere and for me, none are better than LL. We...More"
Nic L Inn Wine Cellar on the Hudson,2,4.5,308.0,"['italian', 'american', 'wine_bar']","135 N Water St, Poughkeepsie, NY 12601-1756",+1 845-452-5649,"We went to dinner on New Year’s Eve.  Food was excellent, they were out of the rib eye and substituted a sirloin for my husband.  I had the salmon, both  entrees were delicious.  My husband had the eggnog cheesecake which was again delicious.  I got...More"
Skyline Diner,2,4.5,63.0,"['american', 'diner', 'vegetarian_friendly']","314 Columbia St, Rensselaer, NY 12144-2919",+1 518-434-0233,"If your looking for great food,fast service and friendly staff, skyline is a must try We only go for breakfast but im sure all there food is good."
Tara Kitchen,2,4.5,303.0,"['moroccan', 'vegetarian_friendly', 'vegan_options']","431 Liberty St, Schenectady, NY 12305-1916",+1 518-708-3485,"This was my first time eating Moroccan food so I was a bit hesitant to try anything too far off the ""beaten path"" but the server was very helpful in making recommendations and everything I tried was excellent! The tea to start was very warming,...More"
Adobe Blues Restaurant,2,4.5,89.0,"['bar', 'mexican', 'american']","63 Lafayette Ave, Staten Island, NY 10301-1216",+1 718-720-2583,"Adobe Blues is a small restaurant serving southwestern food on the north shore of Staten Island. It is a cozy, comfortable, nicely decorated place not far from Snug Harbor, another S.I. spot worth visiting. The Tex-Mex style food is very tasty and the waiters are...More"
Casey's Restaurant,2,4.5,145.0,"['american', 'bar', 'vegetarian_friendly']","77 Washington Ave, Rensselaer, NY 12144-1551",+1 518-463-3318,This restaurant has been around for years and I have eaten at it many times both for lunch and an occasional dinner.  In the past they also had nights where the featured meals that could be ordered ahead and picked up.  I even participated in...More
Hutch's,2,4.5,384.0,"['american', 'vegetarian_friendly', 'gluten_free_options']","1375 Delaware Ave, Buffalo, NY 14209-1108",+1 716-885-0074,"From the outside, Hutch's is nothing special. But inside it's charming and the food is delicious. We were lucky to walk in and get a table straight away. They seated us without complaint even though we were dressed a bit too casually. I recommend, making...More"
Basilio Inn,2,4.5,111.0,"['italian', 'gluten_free_options', 'vegetarian_friendly']","6 Galesville Ct, Staten Island, NY 10305-4702",+1 718-720-6835,"My family dines at Basilios almost weekly. Maurice, the owner, has the freshest red sauce from homegrown tomatoes. His homemade pasta is delicious. Where the historic building lacks in interior decor the food rates top stars. Reservations are strongly suggested."
Dom & Vinnie's Restaurant,2,4.5,41.0,"['italian', 'pizza', 'vegetarian_friendly']","351 Saw Mill River Rd, Yonkers, NY 10701-5531",+1 914-476-6666,"Food was ok. But I’m quite annoyed at the “salad” I ordered. It was just lettuce with one cucumber slice, a tomato chunk and half or even half of a half sliver of onion. Chicken parm was ok but that salad seriously sucked. Step your...More"
Han Noodle Bar,2,4.5,135.0,"['chinese', 'asian', 'vegetarian_friendly']","687 Monroe Ave, Rochester, NY 14607-3148",+1 585-242-7333,"I had vegetables and noodles, absolutely wonderful, friendly and comfortable environment, great prices too."
Gola Osteria,2,4.5,201.0,"['italian', 'vegetarian_friendly', 'gluten_free_options']","115 S Quarry St, Ithaca, NY 14850-4500",+1 607-273-0333,"We ate with a large group of about a dozen, and the food was served family style. It makes my mouth water just to write about the delicious Italian dishes.  The chicken parm melted in you mouth, and the pasta was genuine. The food is...More"
Osteria 166,2,4.5,332.0,"['italian', 'vegetarian_friendly', 'vegan_options']","166 Franklin St, Buffalo, NY 14202-2407",716-858-3118,"Absolutely delicious , authentic Italian cuisine !!! Great stuff 🎈delicious dessert! Awesome pizza ,authentic carbonara"
Lakruwana,2,4.5,51.0,"['asian', 'sri_lankan', 'vegetarian_friendly']","668 Bay St, Staten Island, NY 10304-3829",+1 347-857-6619,"I’ve been to many Sri Lankan restaurants, during my time in NYC, but this place is certainly the best we have that is still standing. As soon as you walk in, you don’t feel like looking at a menu, you just want to EAT because...More"
Taverna Banfi,2,4.0,172.0,"['italian', 'vegetarian_friendly', 'gluten_free_options']","130 Statler Drive, Ithaca, NY 14853-6901",+1 607-254-2565,"Outstanding place for dinner especially if one is in the Cornell University area. Like others, the food is wonderful but like others say, the price is stiff. First class restaurant with good atmosphere, great senic view, great service and since Cornell is on top of...More"
The Cabin Restaurant,2,4.0,144.0,"['american', 'bar', 'vegetarian_friendly']","1172 Knollwood Rd, White Plains, NY 10603-1099",+1 914-592-6682,"The busy parking lot and constant flow of people let you know there must be something that keeps people coming back.  The food is good and the service friendly.  Nothing fancy, but it's an efficient operation and it has a good vibe.  I had the...More"
Sweet Basil,2,4.5,129.0,"['asian', 'thai', 'vegetarian_friendly']","370 Delaware Ave, Albany, NY 12209-1622",+1 518-729-4111,"My mom and I stopped here for lunch on a weekday. The service was great, and the food was even better, we were both very happy with our lunch selections. Be aware that they don't serve alcohol."
Gyro World,2,4.5,83.0,"['mediterranean', 'greek', 'vegetarian_friendly']","19423 Northern Blvd, Flushing, NY 11358-3032",+1 718-428-3800,"I went yesterday for the first time, food was delicious. I was a little taken back at first as I saw this place on Instagram and knew I needed to try it. I love gyro' greek salad, etc. Parking wasn't bad for a mid Sunday...More"
Trattoria L'incontro,2,4.5,415.0,"['italian', 'vegetarian_friendly', 'vegan_options']","2176 31st St, Astoria, NY 11105-2602",+1 718-721-3532,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More"
Tomino - Taberna Gallega,2,4.5,197.0,"['spanish', 'wine_bar', 'mediterranean']","192 Grand St, New York City, NY 10013-3712",+1 212-933-4763,Excellent meals and service. Continental cooking in the heart of Manhattan. Great variety of authentic Spanish dishes.
Zuppa Restaurant & Lounge,2,4.0,96.0,['italian'],"59 Main Street, Yonkers, NY 10701",+1 914-376-6500,"We came for restaurant week and for the most part were not disappointed. The place was really nice with a loft, Soho style atmosphere. The menu was very ample. The red pepper soup was fabulous as were the eggplant spheres. The chicken was cooked perfectly...More"
Grappa '72 Ristorante,2,4.5,362.0,"['italian', 'vegan_options', 'vegetarian_friendly']","818 Central Ave, Albany, NY 12206-1543",+1 518-482-7200,"Friends raved about this place.  We must have hit a bad night as things were just not right in many ways.  The wait staff tries hard, but must be coached to serve the ladies first, take their orders first, etc.  The water person did a...More"
Ribs On the Run,2,4.5,35.0,"['barbecue', 'american']","396 Central Ave, White Plains, NY 10606-1211",+1 914-428-7427,"Took the chicken and ribs combo - was very good

Falling of the bone as they should

BBQ sauce also tasty"
Norma,2,4.5,204.0,"['italian', 'pizza', 'mediterranean']","438 3rd Ave, New York City, NY 10016-6040",+1 212-889-0600,"Food--wow very Sicilian, prices fair
Service--friendly, efficient, genuine
Ambience--nice layout despite small space

More Italian heard here than most

Make sure you stop by if in the area"
Kitty Hoynes Irish Pub & Restaurant,2,4.5,659.0,"['bar', 'american', 'irish']","301 W Fayette St, Syracuse, NY 13202-1201",+1 315-424-1974,"We recently stayed in Armory Square while visiting our son at Syracuse University.  My wife and I and some friends drove up for a basketball game, and Kitty Hoynes was directly across the street from our hotel.  It proved to be the perfect place to...More"
Rosie's Bistro Italiano,2,4.0,179.0,"['italian', 'vegetarian_friendly']","10 Palmer Ave, Bronxville, NY 10708-3404",+1 914-793-2000,"The rigatoni bolognese is one of the best in Westchester. The service is average but attentive enough. The real issue, however, is Parking. Parking in Bronxville is difficult but the real problem are the overly aggressive meter maids. I stopped frequenting Bronxville restaurants because of...More"
The Grange Bar & Eatery,2,4.5,190.0,"['american', 'bar', 'vegetarian_friendly']","1635 Amsterdam Ave, New York City, NY 10031-6103",+1 212-491-1635,"I went at the grange bar with friends in a cold night of January for a snack. we had tartare, french onion soup and roasted cauliflower. for dessert we had a superlative bread pudding. this place in West harlem is very nice and friendly, ingredients...More"
Taverna Kyclades,2,4.5,766.0,"['seafood', 'mediterranean', 'greek']","3307 Ditmars Blvd, Astoria, NY 11105-2105",+1 718-545-8666,"This has been our favorite restaurant, since we discovered it. The food is always delicious and the service is great."
Rincon Criollo,2,4.5,125.0,"['caribbean', 'latin', 'spanish']","4009 Junction Blvd, Corona, NY 11368-2123",+1 718-639-8158,"My husband and saw this restaurant on an episode of Diners, Dives and Drive In's.  We decided to try it out to see if it was a good as Guy Fieri described.  The food was good I expected portions to be a little bigger. The...More"
P.C.'s Paddock Restaurant,2,4.5,260.0,"['american', 'bar', 'vegetarian_friendly']","273 Titusville Rd, Poughkeepsie, NY 12603-3269",+1 845-454-4930,Went on a busy New Years Eve (2020) . They were very busy and service was a little spotty but the specals were plentiful and very good. Enough for left overs the next day. Would go there again.
Champs Diner,2,4.5,198.0,"['american', 'diner', 'vegetarian_friendly']","197 Meserole St, Brooklyn, NY 11206-2229",+1 718-599-2743,"The food doesn’t seem vegan — carnivore friends would feel comfortable!  Mine did!  I had the breakfast plate with tofu scramble, bacon, sausage, hash browns, and pancakes.  The pancakes were light & fluffy.  I also had a milkshake that was delicious!  The hash browns could...More"
The Cheesecake Factory,2,3.5,227.0,"['american', 'vegetarian_friendly', 'vegan_options']","140 Market St, Yonkers, NY 10710-7605",+1 914-709-9240,"We came last night for a family dinner and the place was empty so, we were seated promptly at a booth.
Starters Fried Calamari & Spinach Dip was shared.

Grilled NY Steak, Rib Eye, Carme Asada, Shrimp & Pasta, were our order..
The Steaks looked...More"
Jacob Restaurant,2,4.5,112.0,"['american', 'vegetarian_friendly', 'vegan_options']","373 Lennox Avenue, New York City, NY 10027",+1 212-866-3663,"The cashiers and other workers are very pleasant. The food is tasty also. If you like 70's music, the live band will have you singing and patting your feet, while you pile your plate with tasty food."
RabbitHole,2,4.5,270.0,"['american', 'healthy', 'vegetarian_friendly']","352 Bedford Ave, Brooklyn, NY 11249-5586",+1 718-782-0910,I went here for the second time.  My daughter lives near it.   The menu changes regularly and the food is all good.
Al Di La Trattoria,2,4.5,320.0,"['italian', 'vegetarian_friendly', 'gluten_free_options']","248 5th Ave, Brooklyn, NY 11215-1201",+1 718-636-8888,"The bruschetta and the gnocchi are to die for here. This is a gem of its neighborhood, so I was told, and I must agree! The service was friendly and the restaurant is quaint although busy. The gnocchi was cooked to perfection and paired with...More"
Sperry's Restaurant,2,4.5,647.0,"['american', 'vegetarian_friendly', 'vegan_options']","30 1/2 Caroline St, Saratoga Springs, NY 12866-3201",+1 518-584-9618,"I liked a lot this place, tasty, complete dishes with good service) I wish to come back again soon ..."
The Palace Diner,2,4.0,161.0,"['american', 'diner', 'vegetarian_friendly']","194 Washington St, Poughkeepsie, NY 12601-1357",+1 845-473-1576,"Was there late at night after work with a small group of people. Nice clean place, fun decor, great waiter, fast service, and generous tasy portions for the price. Definitely great for diner type fare. I recommend it, and will go back next time I'm...More"
Acquista Trattoria,2,4.5,37.0,"['italian', 'pizza', 'vegetarian_friendly']","17801 Union Tpke, Flushing, NY 11366-1633",+1 718-969-1411,"stopped for dinner after seeing Lucie Arnaz @ the Little Theater @ St. John's-glad we did
we had:  egg plant parm hero; chicken monte carlo(chicken breast w asparagus, mozzarella sauteed in champagne sauce w mixed veggies w a glass of a nice sicilian white made...More"
Nick's Bistro,2,4.5,49.0,"['greek', 'mediterranean', 'vegetarian_friendly']","10420 Metropolitan Ave, Forest Hills, NY 11375-6736",+1 718-544-6425,"We eat here often.  The food is always well prepared.
They could do better with the Greek.  
Good value."
317 @ Montgomery,2,4.5,131.0,"['american', 'contemporary', 'fusion']","317 Montgomery St, Syracuse, NY 13202-2058",+1 315-214-4267,"I am NOT a fan of noisy restaurants, and the 317 is perfect for great food and conversation. We had the steak and it was perfectly cooked, followed by the flourless chocolate cake, which was divine. The service was attentive, and the atmosphere pleasant. My...More"
Alto Cinco,2,4.0,309.0,"['mexican', 'southwestern', 'vegetarian_friendly']","526 Westcott St, Syracuse, NY 13210-2549",+1 315-472-3633,"Enjoyed dinner on a Monday night after restaurant had been recommended to us. 
Very solid restaurant with a lot of options.
Pleasant atmosphere .
Dint hesitate to give it a try ."
The Cheesecake Factory,2,4.0,777.0,"['italian', 'american', 'vegetarian_friendly']","131 Wolf Road, Albany, NY 12205",+1 518-453-2500,The restaurant is big and food was great. Lots to choose from and the dishes I ordered were amazing. Cheesecake is a bit pricey.
Sangam Indian Cuisine,2,4.5,175.0,"['indian', 'vegetarian_friendly', 'vegan_options']","424 Eddy St, Ithaca, NY 14850-4618",+1 607-273-1006,Absolutely terrific service! I went in after the lunch buffet ended and they still let me take a to-go box and even went out of their way to make some Naan bread. I had the best conversation with the owner. The people that work there...More
NYY Steak,2,4.0,72.0,"['american', 'steakhouse']","River Rd. and 61st street, Bronx, NY 10451",+1 646-977-8325,Finally got time to make reservation and enjoy this restaurant before a game. I was not disappointed. We got to the Stadium early and we were seated right away. Our Waitress was so helpful with advice on what to eat and she was super friendly...More
Parkside Meadow,2,4.5,84.0,"['american', 'bar', 'pub']","2 Russell St, Buffalo, NY 14214-1930",+1 716-834-8348,"We stopped here after visiting Darwin Martin house complex, which is just a short walk away. The restaurant was busy even at 2PM, and we had a longer than usual wait for service. The menu had plenty of options: appetizers, salads, sandwiches, pastas, wings, and...More"
KEE Oyster House,2,4.5,60.0,"['american', 'seafood', 'gluten_free_options']","126 E Post Rd # 128, White Plains, NY 10601-5103",+1 914-437-8535,"Kee Oyster House is a great spot for a couples night out, meeting friends or getting together with business associates. 
The menu has something for everyone. 
Happy hour  includes oysters and other delicious treats. 
The Dinner menu is finely curated with dishes that offer something...More"
Pete's Grill,2,4.5,257.0,"['american', 'diner', 'vegetarian_friendly']","3914 Queens Blvd, Sunnyside, NY 11104-4306",+1 718-937-2220,Called in for breakfast  before catching  metro to Manhattan at 40th. Great choice of of soeciality omelettes - or build your own from list of ingredients. I had the Brooklyn which was very good. Fresh orange juice and a black coffee. Grwat service. Great start...More
Joey's Classic Italian Dining,2,4.5,576.0,"['italian', 'vegetarian_friendly', 'vegan_options']","6594 Thompson Rd, Syracuse, NY 13206-1307",+1 315-432-0315,"Joey's is a classic Old School Italian restaurant. The food is great, service on point and great atmosphere.  I highly recommend."
Cabana,2,4.0,198.0,"['latin', 'spanish', 'cuban']","10710 70th Rd, Forest Hills, NY 11375-4241",+1 718-263-3600,"The food was very good and the service was wonderfull 
What a great place to eat and grab drinks, food was very good and the have friendly staf. Fast service. And affordable."
Ceci Italian Restaurant & Bar,2,4.0,643.0,"['healthy', 'italian', 'vegetarian_friendly']","46 W 46th St, New York City, NY 10036-4508",+1 212-307-5484,We had no reservations and almost no wait time for a party of 7. Food was excellent and they even sang to my son for his birthday. Lobster ravioli was superb.
Via Veneto 26,2,4.0,88.0,"['italian', 'pizza', 'vegetarian_friendly']","8 City Pl, White Plains, NY 10601-6300",+1 914-328-4000,Fantastic!!!food and service we will come back food was delicious and service excellent chicken and veal padovano great choice
Shmeg's,2,4.5,104.0,"['american', 'diner', 'vegetarian_friendly']","3027 Buffalo Rd, Rochester, NY 14624-2416",+1 585-481-2036,"The staff, the food, the vibe is off the charts! Welcoming, homey feeling along with the home cooked feel, taste and selection.  Peace.."
SUGARCANE raw bar grill,2,4.0,172.0,"['latin', 'sushi', 'spanish']","55 Water St, Brooklyn, NY 11201-1052",+1 718-473-9555,We visited on a weekday for lunch. They put us (3) on a frankly cramped table with bench seating which was surprising as they weren't busy and there were free tables everywhere which would have given us a much more comfortable experience. We ordered our...More
Phoebe's Restaurant & Coffee Lounge,2,4.5,179.0,"['american', 'vegetarian_friendly', 'gluten_free_options']","900 E Genesee St, Syracuse, NY 13244",+1 315-475-5154,We live in the UK and our son is junior year syracuse. Phoebes helped us and his friends arrange an amazing surprise birthday dinner for 15 of us. Most of this was with Angie’s amazing help by email including sourcing us a  birthday cake and...More
Delmonico's Italian Steak House,2,4.0,336.0,"['american', 'steakhouse', 'italian']","125 White Spruce Blvd, Rochester, NY 14623-1607",+1 585-424-4242,Wife and Grandson enjoyed it.  Service was excellent.  Ambiance was welcoming and comfortable.  Prices fair.  I only suggest passing on the Delmonicos (namesake) steak offering.  While you should expect a higher fat / marbling content on this cut....Iiterally had to toss about a third of...More
The Baroness,2,4.5,130.0,"['american', 'bar', 'pub']","4126 Crescent St, Long Island City, NY 11101-3817",+1 718-784-5065,"If you're craving for some good quality burgers and are in the LIC area, this place is a great place to visit. Really close to the subway line. Service is great too. The kitchen is tucked in a back corner, a small one but the...More"
Cafe Dewitt,2,4.5,111.0,"['american', 'cafe', 'vegetarian_friendly']","215 N Cayuga St, Ithaca, NY 14850-4329",+1 607-273-3473,"Generous portion
Made with locally sourced ingredients 
This is my favourite brunch plate in Ithaca !"
La Lanterna,2,4.5,83.0,"['italian', 'vegetarian_friendly']","23 Gray Oaks Ave, Yonkers, NY 10710-3205",+1 914-476-3060,Met family members here for cocktails and dinner. Nice bar area with a few high tables that If you choose you to you can have something to eat there. The Dining area is in back of the bar area. It is A lovely room which...More
Tavern 23,2,4.5,24.0,"['bar', 'american', 'pub']","23 Verazzano Blvd, Poughkeepsie, NY 12601-1805",Not Available,"Tavern 23 is a hidden gem in the city of Poughkeepsie. I went Saturday for dinner with my wife. Had the Sirloin Tip Stroganoff along with the Shrimp Chowder. Delicious.
I also come here for lunch. The soups are always good . So are the...More"
Cucina Fresca,2,4.5,70.0,"['italian', 'vegetarian_friendly']","2110 Richmond Rd Ste 5, Staten Island, NY 10306-2572",+1 718-667-5151,"This Restaurant is in a small strip mall but once inside, you can forget where you are. Parking is adequate for the location and space for additional parking in the rear.

It is run by a local husband and wife team for many years and...More"
Mercato Bar & Kitchen,2,4.5,177.0,"['italian', 'vegetarian_friendly']","108 N Aurora St, Ithaca, NY 14850-4302",+1 607-319-5171,"Lovely food, thoughtfully seasoned by artists.  The crostini appetizers and the arugula salad offered a great balance of flavors. I had the chicken piccata; it came with a caper sauce, perfectly cooked asparagus, and fingerling potatoes.  My spouse had Straw and Hay Fettucie featuring house...More"
Marino's Flying Pizza,2,4.5,58.0,"['italian', 'pizza', 'vegetarian_friendly']","1301 State St, Schenectady, NY 12304-2707",+1 518-346-6992,Best pizza in Schenectady great service always friendly there’s definitely a reason they have Ben there so long it’s great
Angelina Bakery NYC,2,4.5,85.0,"['bakeries', 'cafe']","575 8th Ave, New York City, NY 10018-3011",+1 212-687-7100,"I have to confess we ate theee different things in one evening, because, well everything is irresistible. The pistachio bombolone was heavenly. Stuffed to the gills with creamy, pistachio goodness. And the mini croissants were also filled with luscious cream. And the Nutella latte. Yum....More"
