Name,Type,Rating,No of Reviews,Comments,Contact Number,Price,Address
Pisticci," Italian, Vegetarian Friendly, Vegan Options",4.5,267.0,This is based on one Friday supper visit. Pisticci is a linen tablecloth sort of place a half block from Broadway close to the Manhattan School of Music. It's bigger than it looks from the sidewalk. I had the spaghetti with prosciutto and spinach; it...More,+1 212-932-3500,2.5,"125 La Salle St, New York City, NY 10027-4651"
L'Artusi," Italian, European, Vegetarian Friendly",4.5,516.0,This restaurant was my husband's favorite and he can be fussy!  We ordered 4 pasta dishes to share (there were 4 of us) and we loved them all!   Our waitress also recommended a reasonably priced bottle of wine.   It took us forever to get this...More,+1 212-255-5757,4.0,"228 W 10th St, New York City, NY 10014-6405"
The Standard Restaurant & Lounge," American, Bar, Contemporary",4.0,360.0,"Very good food with super service. I would recommend the salads, although our neighbors had wonderful looking cappucinos.",+1 518-452-7007,2.5,"1 Crossgates Mall Rd, Albany, NY 12203-5368"
Lilly's," American, Bar, Pub",4.0,92.0,"I met a friend at Lilly’s after work because she loves the place and raved about it! We were seated immediately near the very full, loud bar with TV’s across the span of the bar. It was a happy atmosphere, but not one where you...More",+1 914-997-5600,2.5,"169 Mamaroneck Ave, White Plains, NY 10601-5302"
John Brown Smokehouse," American, Bar, Barbecue",4.5,396.0,"Headed here late on my first night staying locally for a quick bite to eat. Got here just after 9pm and unsurprisingly, they’d sold out of pulled pork and burnt ends (my first two choices), but I was more than happy to sample the brisket...More",+1 347-617-1120,2.5,"1043 44th Dr, Long Island City, NY 11101-7037"
Texas de Brazil," Steakhouse, Brazilian, Vegetarian Friendly",4.5,128.0,This is a Churrascaria (Brazilian Steakhouse). We have been here (this location and others) before and the food and service have always been outstanding. I have been to churrascaria in Brazil and Texas de Brazil is as good as any I have been to in...More,+1 585-473-2013,4.0,"22 Celebration Dr, Rochester, NY 14620-2664"
Jacob Restaurant Soul Food & Salad Bar," American, Vegan Options, Vegetarian Friendly",4.5,185.0,"To whom it may concern,

 This was the first time I purchased  a meal from Jacobs on 129 & Lennox Avenue NYC location and was completely suprised the meal was totally under par for Jacobs😟 The Lima beans were not fully cooked and the smoked...More",+1 212-283-3663,1.0,"2695 Frederick Douglass Blvd, New York City, NY 10030-1206"
Essie's Restaurant," American, International, Vegetarian Friendly",4.5,64.0,A small restaurant in Poughkeepsie. I was there for brunch with my family where I ordered various types of food. I can’t really talk about the dinner options but the brunch was so so. Nothing really special with fairly inexperienced wait staff. Average food quality...More,+1 845-452-7181,2.5,"14 Mount Carmel Pl, Poughkeepsie, NY 12601-1759"
Gianna's," Italian, Pizza, Vegetarian Friendly",4.0,258.0,"Today we had a luncheon after my mom's funeral.  Obviously we were  not in a great mood last week when we made the arrangements for >40 people but they made it very easy and told us not to worry, but they will make sure everything...More",+1 914-375-0106,2.5,"1034 N Broadway, Yonkers, NY 10701-1328"
San Matteo Pizza Espresso Bar," Italian, Pizza, Vegetarian Friendly",4.5,370.0,"I love San Matteo. We've eaten there maybe 4 times now and taken friends. The thin crust Italian based pizza reminds us of Franco Manca (for the Brits reading this). Delicious and slightly charcoalled in places.
The ravioli with vodka sauce is a must try,...More",+1 212-426-6943,2.5,"1739 2nd Ave, New York City, NY 10128-3502"
Mulino's of Westchester," Italian, Vegetarian Friendly, Vegan Options",4.5,290.0,"This restaurant is one of a kind in Westchester. It offers the best of Italian hospitality. Valet parking, beautiful doors to the entrance, gracious coat check, classy bar, and a warm welcome. The decor and ambiance are second to none in Westchester. Nice layout, warm...More",+1 914-761-1818,4.0,"99 Court St, White Plains, NY 10601-4220"
SottoCasa Pizzeria," Pizza, Neapolitan, Campania",4.5,406.0,"This is my second time here. I didn’t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More",+1 646-928-4870,2.5,"227 Lenox Ave, New York City, NY 10027-6542"
Modern Malt," American, Diner, Gastropub",4.0,215.0,"Recently here for an early breakfast on at Saturday morning.  We got there just after they opened.  We took a big table at the window.  The service was great.  The coffee was perfect, and the menu had plenty of options.  I had an Eggs Benedict...More",+1 315-471-6258,2.5,"325 S Clinton St, Syracuse, NY 13202-1219"
Eddie F's Eatery," American, Seafood",4.5,80.0,"Being from Minnesota, we never pass up an opportunity to enjoy at least a couple visits for the seafood. The atmosphere is “the butter on the lobster “. 🤗",+1 518-450-7830,2.5,"119 Clinton St, Saratoga Springs, NY 12866-1303"
Denino's Pizzeria & Tavern," Italian, Pizza, Vegetarian Friendly",4.5,805.0,"Good pizza great wings and fried calamari 
They use semolina and it always burns on the bottom of the pizza but otherwise a pretty good pie",+1 718-442-9401,2.5,"524 Port Richmond Ave, Staten Island, NY 10302-1721"
Savor," American, Vegetarian Friendly, Vegan Options",4.5,337.0,"They seem to drop the salt shaker in the soup and if you decline soup or try to substitute it, they ignore you and give you soup anyway.
Their root vegetable salad is very good though.
Be careful eating there if you have food allergies.",+1 716-210-2580,2.5,"28 Old Falls St, Niagara Falls, NY 14303-1280"
Lemon Ice King of Corona," Dessert, Vegan Options",4.5,225.0,"Great ices. ESP the lemon. 
Real lemon ices
Beats all 5hose frozen iced n Rita’s. 
Always stop when in the neighborhood",+1 718-699-5133,1.0,"5202 108th St, Corona, NY 11368-3303"
Karavalli - Regional Cuisine of India," Indian, Vegan Options, Gluten Free Options",4.5,179.0,"We’ve eaten at many Indian restaurants in NY, NJ, and VA over the past 30 years. Karavalli is up there with the best. The atmosphere is very nice, the food tasted wonderful, and the staff were very friendly.",+1 518-580-1144,2.5,"47 Caroline St, Saratoga Springs, NY 12866-3230"
Taste of Thai Express," Asian, Thai, Vegetarian Friendly",4.0,231.0,"Had dinner there with my wife and daughter in January 2020.  Relaxed comfortable setting.  Service was prompt, friendly and helpful.  Menu was broad and interesting.  Food was delicious.  Enjoyed the Pad See Ew, dumplings and dessert.",+1 607-272-8424,2.5,"209 S Meadow St, Ithaca, NY 14850-5213"
Brazen Fox," Bar, Pub, American",4.0,101.0,"We moved to White Plains in June of 2019 and, living within walking distance of Mamaroneck Avenue, we've tried almost all of the restaurants on the strip.  We keep coming back to Brazen Fox!  Yes, it's what I generally consider to be bar food but...More",+1 914-358-5911,2.5,"175 Mamaroneck Ave, White Plains, NY 10601-5302"
Glenwood Pines Restaurant," American, Bar, Pub",4.0,245.0,"Excellent food, drinks, and service.  I enjoyed a beer, we shared the fried spicy pickle appetizer, then I had their tasty fish fry with a salad and twice baked potato.  The location is midway between Trumansburg and Ithaca with lake views.  Casual and fun. The...More",+1 607-273-3709,2.5,"1213 Taughannock Blvd, Ithaca, NY 14850-9555"
La Fusta Restaurant and Steak House," Latin, Argentinean, Steakhouse",4.5,58.0,"As an Argentinian family - we have been coming here since the 80's - and we love itt. We were a table of 8 family members and had a great feast; there was chorizo, morcilla, molleja, bife de chrorizo, canellones y salad.

We have survived...More",+1 718-429-8222,2.5,"8032 Baxter Ave, Elmhurst, NY 11373-1325"
Amaya Indian Cuisine," Indian, Vegetarian Friendly, Vegan Options",4.5,200.0,"Taken me 4 months to get round to reviewing this restaurant -  but feel it should be recognized, even if a little late.  Found this little gem of a restaurant while traveling in Rochester, NY.  Totally exceeded our expectations. Extensive menu with traditional fare.  Service...More",+1 585-241-3223,2.5,"1900 Clinton Ave S, Rochester, NY 14618-5621"
Sam's of Gedney Way," American, Vegetarian Friendly, Vegan Options",4.5,192.0,"Juan, our waiter gave us excellent service.  After we were seated, he brought us a basket of fresh croissants and scones that were so good, he brought us some more.Brunch entrees come with a free Mimosa, Bloody Mary or Bellini. The French toast was very...More",+1 914-949-0978,2.5,"50 Gedney Way, White Plains, NY 10605-2518"
Piccolo Sogno," Pizza, Italian, Sicilian",4.5,80.0,Checked reviews and this place is Perfect!   Eating in outdoor area was nice.  Service great.  The food choices are seemingly endless and tough to choose.  Wine was great.  Fair prices and the very best tiramisu I have ever had.   Great all around,+1 718-224-1717,2.5,"19514 47th Ave, Flushing, NY 11358-3910"
Hudson Grille," American, Bar, Vegetarian Friendly",4.0,191.0,Tuesday night. Our corporate group took over the covered patio room. The buffet was pleasantly good. Open bar helped out many. We could have used some more options but it was OK. A highlight was the dessert. Get the sorbets or the toffee cake. Both...More,+1 914-997-2000,2.5,"165 Mamaroneck Ave, White Plains, NY 10601-5302"
Jake's Steakhouse," American, Steakhouse, Gluten Free Options",4.0,118.0,"Lucked up and found Jake’s Steakhouse while researching for restaurants close to Van Cortlandt Park. It literally is right outside of it... 

From the start I was sold; great reviews, Michelin rated, phenomenal customer service, takes reservations and we could come straight from the park...More",+1 718-581-0182,4.0,"6031 Broadway, Bronx, NY 10471-4102"
Pete's Grill," American, Diner, Vegetarian Friendly",4.5,257.0,Called in for breakfast  before catching  metro to Manhattan at 40th. Great choice of of soeciality omelettes - or build your own from list of ingredients. I had the Brooklyn which was very good. Fresh orange juice and a black coffee. Grwat service. Great start...More,+1 718-937-2220,2.5,"3914 Queens Blvd, Sunnyside, NY 11104-4306"
Thirsty Owl Wine Bar and Bistro," American, Wine Bar, Vegetarian Friendly",4.5,335.0,Went there with several friends celebrating multiple birthdays. We got there at happy hour. It’s a venue for Thirsty Owl Vineyard from Finger Lakes Appelation. I’m always somewhat suspicious of NYS wines only because it’s very difficult to grow quality grapes in NYS’s difficult climate....More,+1 518-587-9694,2.5,"184 S Broadway, Saratoga Springs, NY 12866-4504"
Swan Market," German, European, Central European",5.0,300.0,"It's the best German meat market, restaurant, and beer garden on this side of the Atlantic. Need I say more?",+1 585-288-5320,2.5,"231 Parsells Ave, Rochester, NY 14609-5203"
Zum Stammtisch Restaurant, German,4.5,240.0,This Is a classic German restaurant.  The interior will send your imagination right to Bavaria and the cuisine will satisfy your palate as if you were in Munich.  The portions are more than generous.  It seems everyone goes home with a take home package.  I've...More,+1 718-386-3014,2.5,"6946 Myrtle Ave, Glendale, NY 11385-7263"
Olive Garden," Italian, Vegetarian Friendly, Vegan Options",4.0,378.0,"Went on a Friday evening when it was PACKED!!!  we walked in ,asked for a booth .told lady we were from out of state and immediatelywas  placed in a booth

We ordered our meal and the server came with the salad and shortly after that...More",+1 716-297-3818,2.5,"1532 Military Rd, Niagara Falls, NY 14304-1732"
P.F. Chang's," Chinese, Asian, Vegetarian Friendly",3.5,289.0,It had been quite a long time since I had visited a PF Chang’s. I needed to grab some takeout for me and two of my daughters. Ordered two sesame chicken dishes for the girls and some pork dumplings for myself. The food was ready...More,+1 914-997-6100,2.5,"125 Westchester Ave., White Plains, NY 10601-4522"
John Riccitello Restaurant," Italian, Vegetarian Friendly",4.5,61.0,"As usual, the food never disappoints. Great veal marsala, veal piccata and chicken parmesan. Amazing mussels as an appetizer (with spinach and crumbled sausage). Salads were delicious this time! Great desserts (cheesecake, spumoni, chocolate cream pie). The only issue this time was a really bad...More",+1 518-374-1574,2.5,"1687 Foster Ave, Schenectady, NY 12308-1818"
Lefteris Gyro," Mediterranean, Greek, Vegetarian Friendly",4.0,119.0,The food here is great! Typically I do take out but have eaten in the restaurant a few times. The green salad with grilled chicken in my favorite! The dressing is amazing and you can purchase bottles to take home.,+1 914-437-8490,2.5,"242 Market St, Yonkers, NY 10710-7609"
Dee's Brick Oven Pizza," Italian, Pizza, Vegetarian Friendly",4.0,65.0,I hate Dees because they made me fat..Everything they feed me taste way to good and that ruined me..Do not eat their brick oven pizza because you will end up ordering atleast 2x a week and then you will need to buy all new cloths...More,+1 718-793-7553,2.5,"10402 Metropolitan Ave, Flushing, NY 11375-6736"
Raclettes," French, European, Vegetarian Friendly",4.5,263.0,"I have been here multiple times and it is great. Food, service, and I love the owners! Definitely worth a visit!",+1 716-436-3244,2.5,"537 Main St, Buffalo, NY 14203-1712"
Don Peppe INC, Italian,4.0,58.0,"i don't know why this place has 2 different review pages here.  the ""don peppe's"" in ozone park is the same place.  and it's excellent.",+1 718-845-7587,2.5,"13558 Lefferts Blvd, Jamaica, NY 11420-3602"
Big Ditch Brewing Company," American, Bar, Pub",4.5,311.0,"We went here on Valentines Day in the early afternoon. The staff was very friendly. We go the Fried Pickles as an appetizer - amazing!!! We each got burgers. Our burgers were incredible! The fries were not very good. But, the rest of the food...More",+1 716-854-5050,2.5,"55 E Huron St, Buffalo, NY 14203-1632"
Lemon Grass Restaurant," Asian, Thai, Fusion",4.0,352.0,"The menu is varied enough to please everyone. The food is delectable, and beyond what you’d usually find in our city. The presentation is beautiful, and prompts the desire to photograph everything and just stare and discuss the artistry. This is a totally terrific experience.",+1 315-475-1111,4.0,"238 W Jefferson St, Syracuse, NY 13202-2335"
99 Restaurants," American, Bar, Pub",4.0,144.0,"Food typical for any chain , though tasty and good size servings. Played Trivia with about 25 people and  with a trivia caller it was fun at the bar- where we ate - happy hour",+1 518-446-9909,2.5,"107 Wolf Road, Albany, NY 12205"
Texas Roadhouse," American, Steakhouse, Barbecue",4.0,221.0,"We did the ""call ahead"" and was able to get a table within 10 minutes.....It was a Saturday nite and super crowded even before 6 PM.   Service was very prompt and ""on target"" which was amazing.  The shrimp appetizers were good.  The house salads were...More",+1 315-445-4086,2.5,"3143 Erie Blvd E, Syracuse, NY 13214-1201"
Table 87 Coal Oven Pizza," Italian, Pizza, Vegetarian Friendly",4.5,180.0,"Popped into this cozy little pizza place during a Brooklyn Food Tour and will definitely be going back! Pizza was ridiculously good, enjoyed a glass of Chianti with it, and the service was 👌. I felt like they were truly thankful for our patronage.",+1 718-797-9300,2.5,"87 Atlantic Ave, Brooklyn, NY 11201-5503"
Viva Taqueria & Cantina," Mexican, Southwestern, Latin",4.0,387.0,I am a disabled person. A friend and I went to the restaurant. We were asked how many people. I said 3 but the third person is on the way and will join us shortly. We were not allowed to sit at a table unless...More,+1 607-277-1752,2.5,"101 N Aurora St, Ithaca, NY 14850-4301"
Mediterraneo," Pizza, Mediterranean, Vegetarian Friendly",4.5,61.0,"What a great spot in White Plains with wonder food, ambience, and service.  We had the halibut that was fantastic.  A must go restaurant.",+1 914-448-8800,2.5,"189 Main St, White Plains, NY 10601-3101"
Mei Jin Ramen," Japanese, Soups, Asian",4.5,144.0,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.,+1 212-327-2800,2.5,"1574 2nd Ave, New York City, NY 10028-2617"
Brooklyn Bagel & Coffee Co," Quick Bites, American, Cafe",4.5,126.0,"This is slick & quick but be warned that the ‘regular’ bagel is large - think slightly compressed huge grapefruit size - and there was about half a cup of cream cheese inside.  The ‘mini’’ would have been plenty for me, although great value if...More",+1 718-204-0141,1.0,"3505 Broadway, Astoria, NY 11106-1113"
City Vineyard," American, Bar, Seafood",4.5,374.0,"Came here to see Andrea Gibson perform, we were excited for the show but became even more excited when we saw what a cool spot this was, the Views and vibe were awesome and to match the ambiance, the service and food were phenomenal. We...More",+1 646-677-8350,2.5,"233 West Street, New York City, NY 10013"
Char," American, Steakhouse, Gluten Free Options",4.0,213.0,"Ok, my wife and I have been there a lot. Only one problem for us, the food comes out of the kitchen far to fast. Sometimes it’s like an F1 race.",+1 585-241-7100,4.0,"550 East Ave, Rochester, NY 14607-2034"
The Gate House Cafe," American, Bar, Pizza",4.0,311.0,We had been.to the Gate House when it was in its old location. This spot seems nicer!  We got the last available table at about 1:00 on a Sunday in February. I was surprised how many sought the spot out. A little tricky to navigate...More,+1 585-473-2090,2.5,"274 N Goodman St, Rochester, NY 14607-1154"
Chianti Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,572.0,"One of my favorite restaurants in Saratoga! Cocktails, appetizers, dinner, desserts.... everything is excellent! Kevin is our favorite waiter...always attentive and very friendly-a great place to be in Saratoga!!!",+1 518-580-0025,4.0,"18 Division St, Saratoga Springs, NY 12866-2188"
Local Kitchen & Beer Bar," American, Bar, Pub",4.5,85.0,"Friendly service, great food and fun atmosphere to watch a Bills football game! The staff kept up the pace on a busy night to keep glasses full and fresh food coming out quickly. Homemade chicken tenders were delicious! We will visit again!",+1 716-849-1000,2.5,"88 W Chippewa St, Buffalo, NY 14202-2011"
Kuu Ramen," Japanese, Soups, Asian",4.5,161.0,"Raw pork dumplings 
Ok ramen 
Large portion 
TripAdvisor should take down the reviews
It is misleading and undermines the ratings list",+1 212-571-7177,1.0,"20 John St, New York City, NY 10038-4038"
Le Cafe Cent-Dix," French, European, Vegetarian Friendly",4.5,192.0,"Love French food, had high expectations for this place based on reviews, but it ended up to be just ok. Food was not bad, but nothing outstanding either. Service was just ok too - granted, it was Saturday night and place was super busy.
Will...More",+1 607-319-0750,4.0,"110 N Aurora St, Ithaca, NY 14850-4335"
City Limits Diner," American, Bar, Diner",4.0,621.0,"Salmon omelette was good, two eggs over easy were barely cooked.  Hash browns here are very different, can't decided if we really liked or not.  Service was good, lots of staff.  Very loud",+1 914-686-9000,2.5,"200 Central Ave, White Plains, NY 10606-1123"
Copper Top Tavern Camillus," American, Bar, Pub",4.0,169.0,"Sat immediately upon arrival on early Sunday lunch. Table was not large enough and we kept switching thing around to make our dishes fit. The waitress was attentive, yet should have know to mention that some steak dish was actually an Asian dish and not...More",+1 315-488-1222,2.5,"3380 Milton Ave, Syracuse, NY 13219-1240"
Manhatta," American, Vegetarian Friendly, Gluten Free Options",4.5,308.0,"Wow, what a place.  Food was fantastic.  Views are ridiculous.
But what set my visit apart was a specific manager working that night.
The beginning of my experience at the Chef's Table was less than stellar, but then Paris got involved.   I didn't have to...More",+1 212-230-5788,4.0,"28 Liberty St, New York City, NY 10005-1400"
New World Bistro Bar," American, Bar, Vegetarian Friendly",4.5,706.0,"Came with a group of eight people, and had a wonderful evening.  The food was a wide variety, and very high quality.  Service was excellent.  The flatbread deluxe hamburger was a unique burger, and extremely tasty.  The spicy grilled green bean appetizer platter was outstanding....More",+1 518-694-0520,2.5,"300 Delaware Ave, Albany, NY 12209-1627"
Hilton Garden Inns Restaurant, American,4.0,133.0,"Had the breakfast buffet on Saturday. We had a large group all traveling together and the staff worked tirelessly 
to accommodate everyone who chose to have the buffet.

 The lunch and dinner offerings had many choices.

The dining area is quite small for the size...More",+1 718-322-4448,2.5,"14818 134th St, Jamaica, NY 11430-1507"
Pier 76," Italian, Bar, Pizza",4.5,103.0,Had a great time going here for a Valentine's outing. The chicken and linguine was stellar and the seafood was fresh. Portions were perfect and for New York it wasn't overly expensive. The service was good as well and they had a large drink selection....More,+1 718-447-7437,2.5,"76 Bay St, Staten Island, NY 10301-2511"
Ora Di Pasta," Italian, Mediterranean, Vegetarian Friendly",4.5,235.0,Decent pasta in a good area of NYC. Very cool restaurant area in the food hall of the Home Alone Plaza Hotel!,+1 646-755-3013,2.5,"1 W 59 Th Street, New York City, NY 10019"
Trattoria L'incontro," Italian, Vegetarian Friendly, Vegan Options",4.5,415.0,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,4.0,"2176 31st St, Astoria, NY 11105-2602"
The Owl House," American, International, Healthy",4.5,282.0,"Going downhill!

The food is primarily fried and nothing as it were just two years ago! Idk what happened. I left a positive review some time ago as this place was delicious. I no longer agree with my previous perception of this bird nest.",+1 585-360-2920,2.5,"75 Marshall St, Rochester, NY 14607-3523"
20 North Broadway Tavern," American, Bar, Pub",4.5,47.0,"A local dive bar with a pretty good line up of draft beers and wine, but heck.... you're going there for the wings!!  Do give it a try for your next wing binge!!",+1 518-357-8992,1.0,"20 N Broadway, Schenectady, NY 12305-1932"
Third Street Retreat," American, Bar, Pub",4.5,238.0,"The wall-adorned, vintage album and comic book covers set the ambience.  Our server, Lara, was great.  And the food was tasty.",+1 716-371-0760,1.0,"250 Rainbow Blvd, Niagara Falls, NY 14303-1247"
Polish Nook, Polish,4.5,67.0,Wanting something other than steak or pizza I tried this Polish Nook. This second generation family-run restaurant was full of regular customers enjoying excellent food. At first glance outside I wondered whether I had the right place as it seemed very nondescript. A small menu...More,+1 716-282-6712,2.5,"2242 Cudaback Ave, Niagara Falls, NY 14303-1807"
The City Beer Hall," Gastropub, American, Bar",4.0,246.0,"I was here with some friends for brunch, between us the food ordered was a root omelet, winter salad, chicken & waffles and a grilled chicken sandwich. All were happy with their picks and enjoyed it with no complaints. Portions were good for the value,...More",+1 518-449-2337,2.5,"42 Howard St, Albany, NY 12207-1608"
Rincon Criollo," Caribbean, Latin, Spanish",4.5,125.0,"My husband and saw this restaurant on an episode of Diners, Dives and Drive In's.  We decided to try it out to see if it was a good as Guy Fieri described.  The food was good I expected portions to be a little bigger. The...More",+1 718-639-8158,2.5,"4009 Junction Blvd, Corona, NY 11368-2123"
Cafe Madison," American, Cafe, Vegetarian Friendly",4.5,140.0,"Second meal in a row at Madison cafe. Both times waitress NEVER visited table after serving food , at breakfast a side was forgotten and finally we ask another waiter and he brought it by after we finished our meal - never offered coffee refill...More",+1 518-935-1094,2.5,"1108 Madison Ave, Albany, NY 12208-2276"
Millard Fillmore Tavern," American, Bar, Pub",4.5,42.0,"The variety of food and adult beverages is fantastic! Flavor is even better!! It is not the typical bar food but a menu full of appetizers, sandwiches, lunch and dinner entrees. The cook does a wonderful job! Be sure you get the honey mustard sauce...More",+1 718-762-2727,2.5,"16602 65th Ave, Flushing, NY 11365-1918"
Dannys Szechuan Garden," Chinese, Asian, Japanese",4.5,44.0,Been back a few times since my last review and I have to say the place seems to get better the food the service the food I think has gotten better tried some different dishes all were good  plenty of room pleasant food experience,+1 718-738-6500,2.5,"156-40B Cross Bay Blvd, Howard Beach, NY 11414-2745"
Sweet MIMI," American, Cafe, Vegetarian Friendly",4.5,203.0,"I got takeout for myself and two other people. I got the oatmeal and they got pancakes. Everything tasted very good, but the oatmeal was way overpriced for what it was and how much was in their serving. The people I was with said the...More",+1 518-871-1780,2.5,"Phila Street, Saratoga Springs, NY 12866"
Emma's Ale House," American, Bar, Pub",4.0,120.0,"Just delightful! Sarah, my server, was simply the best server that I recall having. Attentive, creative and beautiful. She made menu suggestions which I took her up on, and was not disappointed. Make sure you check out the bread pudding before you go!",+1 914-683-3662,2.5,"68 Gedney Way, White Plains, NY 10605-2518"
Faicco's Pork Store, Italian,4.5,351.0,We visited Faicco's in New York to get a submarine sandwich (hero) for lunch.  The place was very busy and it is take away only.  The meats and sausages looked amazing in the butchers counter but we were just in for two hero's and a...More,+1 212-243-1974,1.0,"260 Bleecker St, New York City, NY 10014-4128"
Osteria Danny," Italian, Vegetarian Friendly, Vegan Options",4.5,448.0,"friendly atmosphere, delicious food. waitress was very helpful!!! we had the short ribs and cod, both excellent!",+1 518-423-7022,2.5,"26 Henry St, Saratoga Springs, NY 12866-3207"
Emiliano's Pizza," Pizza, Italian, Vegetarian Friendly",4.5,36.0,"Classic Pizzeria with great pizza, appetizers and meals.  The stuffed pizza is amazing!  Great atmosphere with a comfortable, friendly, family environment.",+1 845-473-1414,1.0,"111 Main St, Poughkeepsie, NY 12601"
Loukoumi taverna," Mediterranean, Greek, Vegetarian Friendly",4.5,155.0,"Loukoumi is a real authentic Greek restaurant-cuisine.. The service was amazing, the food GREAT, Atmosphere Good.
Huge portions, all main courses comes with a side dish, try the red snapper, and for appetizer try the grill cheese halloumi. Highly recommended!",+1 718-626-3200,2.5,"4507 Ditmars Blvd, Astoria, NY 11105-1338"
Billy Bob's BBQ," American, Bar, Barbecue",4.0,97.0,"Highly recommend. Stumbled upon it with a group of friends, had a few drinks. Which were fantastic. My buddy had the Mac and cheese with brisket which was huge. Owner was super friendly, pulled pork sandwich which was delicious. Was amazing and was big enough...More",+1 845-471-7870,2.5,"35 Fairmont Ave, Poughkeepsie, NY 12603-2423"
Rooney's Restaurant," American, International, Vegetarian Friendly",4.5,300.0,My wife and I have come to Rooney’s over the years to celebrate many special occasions. The staff was wonderful as always. The food was very good as always. But we also come for the sense of a unique place for a fine dining experience....More,+1 585-442-0444,4.0,"90 Henrietta St, Rochester, NY 14620-1548"
Butcher Bar," American, Bar, Barbecue",4.5,314.0,Tried this place in on a groupon and this place blew me away. The food was amazing and the service was 5 stars. I can't wait to go back.,+1 718-606-8140,2.5,"3710 30th Ave, Astoria, NY 11103-4331"
Il Triangolo," Italian, Vegetarian Friendly, Gluten Free Options",4.5,132.0,"I visited the restaurant during the summer my family. I was completely and utterly shocked by the rudeness of the owner, Mario.   So fast forward a few months and I return to my home in Italy where I saw him on an Italian tv show...More",+1 718-271-1250,2.5,"9601 Corona Ave, Corona, NY 11368-2753"
Matteos," Italian, Vegetarian Friendly, Gluten Free Options",4.5,86.0,"Went as a group of friends with significant others and spent nearly 3 hours there.  The service was excellent, the attention to detail, the large selection of Italian cuisine was great but made it difficult to select, and we had a great time.  If I...More",+1 718-322-2606,2.5,"15510 Crossbay Blvd, Howard Beach, NY 11414-2743"
SottoCasa Pizzeria," Pizza, Neapolitan, Campania",4.5,406.0,"This is my second time here. I didn’t think it could get better but it did:) first time I ate pizza with blue cheese, which usually takes over all other tastes. In this case however, it was PERFECTION. This time however I ate the Special...More",+1 646-928-4870,2.5,"227 Lenox Ave, New York City, NY 10027-6542"
Van Dyck Lounge," American, Bar, Pub",4.0,133.0,"My husband and I walked the three blocks to this wonderful, historic spot. Delicious fish and chips, beer, pizza. I highly recommend this place.",+1 518-348-7999,2.5,"237 Union St, Schenectady, NY 12305-1405"
Inca's Grill Peruvian Kitchen," Peruvian, Latin, Seafood",4.5,112.0,"We enjoyed the food...we had veal chop, lamb and tostones and tres leches for dessert. All the food was cooked to our preference. The staff were amazing and attentive. Other than trip advisor mapping us to old location we had a fantastic time.",+1 718-448-0488,2.5,"126 Lincoln Ave, Staten Island, NY 10306-3367"
Lucia Pizza, Pizza,4.0,52.0,"Lucia’s has very nice crust.  My wife and I have been here a couple of times over the last week and the service is always nice, the preparation is fast, the prices are very reasonable, and the pizza crust is excellent.  If you are looking...More",+1 718-445-1313,1.0,"13655 Roosevelt Ave Ste B, Flushing, NY 11354-5509"
Luke's Lobster- Upper East Side," Seafood, Fast Food, Soups",4.5,163.0,"The lobster is very well-prepared here; cleanliness is very good; I love the little crackers; and although the space is small, the chairs and tables are very comfortable.

You can very well imagine that you’re on the Maine shore for a few minutes while dining...More",+1 212-249-4241,2.5,"242 E 81st St, New York City, NY 10028-2602"
Ruddy & Dean," American, Steakhouse",4.5,142.0,"Did the Staten Island ferry on a cold, snowy December day, walked around the half empty shopping mall and found this bar, really friendly people, food good, would recommend.",+1 718-816-4400,2.5,"44 Richmond Ter, Staten Island, NY 10301-1904"
AGAVA Restaurant," Southwestern, Bar, American",4.0,431.0,"Good food and drinks.  Feel like the food is getting more expensive though.  Nice indoor setting, but can get noisy.  Good stop for a Sunday afternoon cocktail.  The free home-made nachos and dip is a plus.More",+1 607-319-4366,2.5,"381 Pine Tree Rd, Ithaca, NY 14850-2820"
Mulberry Italian Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,990.0,"This was our favorite restaurant. We went there for the Valentine's Day, and were quite disappointed. We ordered Prosciutto wrapped smoked fresh mozzarella as an appetizer as usual. This time it didn't taste good at all. I took a bite, and refused to eat the...More",+1 716-822-4292,2.5,"64 Jackson Ave, Buffalo, NY 14218-3317"
Michael's of Brooklyn," Italian, Vegetarian Friendly, Gluten Free Options",4.5,202.0,Perfect for Sunday dinner if you’re looking for macaroni and gravy (pasta /sauce)  without having to cook .. alm the classic italian dinners just like your grandma made .. very traditional  not too much garlic  thank god  because all good italians know not to use...More,+1 718-998-7851,4.0,"2929 Avenue R, Brooklyn, NY 11229-2604"
Mama Mia's Restaurant," Italian, Pizza, Vegetarian Friendly",4.0,278.0,My fiance and I have been here twice in the last month and I can't believe I have never done a review.  I absolutely love the food here.  When we go out we like to sit at the bar and chat with the locals while...More,+1 518-583-7783,2.5,"185 Ballston Ave, Saratoga Springs, NY 12866-4715"
