name,price,rating,review_count,cuisine,categories,address,display_phone
Taco Mahal,2,4.5,577,Tex-Mex,"['indpak', 'tacos']","73 7th Ave S, Greenwich Village, NY 10014",(646) 719-1553
Taco Mix,2,4.0,36,Mexican,['mexican'],"158 Delancey St, Chinatown, NY 10002",(917) 388-3977
Taco Recipes,1,3.5,35,Tex-Mex,['mexican'],"23 Essex St, Chinatown, NY 10002",(212) 353-1886
Taco Dumbo,2,4.0,297,Tex-Mex,"['latin', 'tacos']","31W 52nd, Midtown West, NY 10103",(917) 261-6283
Tacombi - Flatiron,2,4.0,657,Mexican,['mexican'],"30 W 24th St, Greenwich Village, NY 10010",(212) 242-3491
Tacombi - Empire State Building,2,4.0,186,Mexican,"['mexican', 'cocktailbars']","23 W 33rd St, Midtown West, NY 10118",(212) 967-5555
Tacombi - Nolita,2,3.5,1000,Mexican,"['mexican', 'venues']","267 Elizabeth St, Greenwich Village, NY 10012",(917) 727-0179
Tacombi - Bleecker Street,2,4.0,374,Mexican,"['mexican', 'juicebars', 'sandwiches']","255 Bleecker St, Greenwich Village, NY 10014",(646) 964-5984
Tacos Cholula,1,4.5,147,Mexican,"['mexican', 'streetvendors']","25 Ave A, East Village, NY 10009",(347) 772-5216
Tacos Cuautla Morelos,2,3.5,119,Mexican,['mexican'],"438 E 9th St, Gramercy, NY 10009",(347) 772-5216
Tacos Grand Central,1,4.0,195,Mexican,['mexican'],"153 E 43rd St, Midtown East, NY 10017",(212) 867-5545
Tacos Times Square,1,4.0,119,Mexican,['mexican'],"134 E 27th St, Gramercy, NY 10016",(212) 889-9090
Tacovision,2,4.5,93,Mexican,"['tacos', 'tapasmallplates']","244 E 53rd St, Midtown West, NY 10004",(646) 921-1990
Tacuba Hell's Kitchen,2,4.0,675,Mexican,"['mexican', 'latin', 'tapas']","802 9th Ave, Midtown West, NY 10019",(212) 245-4500
Taheni Mediterranean Grill,2,4.5,16,Mediterranean,"['mideastern', 'falafel']","1000 8th Ave, Midtown West, NY 10019",(212) 315-4509
Tai Thai,2,3.5,214,Thai,['thai'],"78 E 1st St, SoHo, NY 10009",(212) 777-2552
Taim Nolita,2,4.0,495,Mediterranean,"['falafel', 'vegetarian', 'sandwiches']","45 Spring St, Little Italy, NY 10012",(212) 219-0600
Taim FiDi,2,3.5,63,Mediterranean,"['salad', 'juicebars', 'falafel']","75 Maiden Ln, Financial District, NY 10038",(212) 226-1248
Taim Flatiron,2,4.0,48,Mediterranean,"['falafel', 'vegetarian', 'kosher']","64 W 22nd St, Gramercy, NY 10010",(212) 966-7364
Taiwan Bear House,2,4.0,298,Asian,"['taiwanese', 'bubbletea', 'chinese']","11 Pell St, Little Italy, NY 10013",(212) 346-9050
Taiwan Pork Chop House,1,4.0,460,Chinese,"['taiwanese', 'chinese', 'noodles']","3 Doyers St, Greenwich Village, NY 10013",(212) 791-7007
Tajin,2,3.5,232,Mexican,"['mexican', 'breakfast_brunch', 'tex-mex']","85 Greenwich St, Financial District, NY 10006",(212) 509-5017
Takahachi Bakery,2,4.0,905,Bakery,"['bakeries', 'japanese', 'coffee']","25 Murray St, Financial District, NY 10007",(212) 791-5550
Takahachi Tribeca Restaurant,3,4.0,232,Japanese,['sushi'],"145 Duane St, SoHo, NY 10013",(212) 571-1830
Cup & Cup,1,4.0,337,Korean,"['coffee', 'korean', 'asianfusion']","15 E 31st St, Garment District, NY 10016",(646) 398-9990
Take31,2,4.0,592,Korean,"['korean', 'gastropubs', 'breakfast_brunch']","15 E 31st St, Midtown West, NY 10016",(646) 398-9990
Takeshi Sushi,4,4.5,101,Japanese,"['sushi', 'japanese']","28 Grand St, Greenwich Village, NY 10013",(917) 675-0771
Tal Bagels,1,3.5,131,Bagels/Pretzels,"['bagels', 'breakfast_brunch', 'sandwiches']","357 1st Ave, Gramercy, NY 10010",(212) 387-8100
Taladwat,2,4.5,257,Thai,['thai'],"714 9th Ave, Midtown West, NY 10019",(646) 823-9815
Talia's Steakhouse & Bar,3,3.0,333,Steak,"['steak', 'kosher', 'mideastern']","668 Amsterdam Ave, Upper West Side, NY 10025",(212) 580-3770
Tallgrass Burger,2,3.5,227,Hamburgers,"['burgers', 'sandwiches', 'halal']","214 1st Ave, Gramercy, NY 10009",(212) 253-2990
Tallgrass Burger,2,3.5,227,Hamburgers,"['burgers', 'sandwiches', 'halal']","214 1st Ave, Gramercy, NY 10009",(212) 253-2990
Tampopo Ramen,2,4.0,395,Japanese,['ramen'],"1 Bennett Ave, Harlem, NY 10033",(212) 923-0575
Tamarind,3,4.0,924,Indian,['indpak'],"99 Hudson St, Midtown East, NY 10013",(212) 775-9000
Tandoor Palace,1,3.5,164,Indian,['indpak'],"88 Fulton St, Financial District, NY 10038",(212) 349-7643
Tang Pavilion,2,3.5,306,Chinese,['shanghainese'],"65 W 55th St, Midtown West, NY 10019",(212) 956-6888
Tangra,2,3.5,59,Chinese,"['chinese', 'indpak', 'seafood']","103 Lexington Ave, Gramercy, NY 10016",(212) 889-8818
Tang S,1,2.5,16,Chinese,['chinese'],"306 St Nicholas Ave, Morningside Heights, NY 10027",(212) 864-5179
Tanoshi Bento,2,4.0,68,Japanese,"['japanese', 'sushi']","1372 York Ave, Upper East Side, NY 10021",(917) 265-8254
Tanoshi Sushi Sake Bar,4,4.5,648,Japanese,"['sushi', 'japanese', 'seafood']","1372 York Ave, Upper East Side, NY 10021",(917) 265-8254
Tao Hong Bakery,1,4.5,36,Bakery,"['bakeries', 'chinese']","79 Chrystie St, Little Italy, NY 10002",(212) 219-0981
TAO Uptown,3,3.5,1000,Asian,['asianfusion'],"42 E 58th St, Midtown West, NY 10022",(212) 888-2288
Tap Haus 33,2,4.5,188,American,"['sportsbars', 'newamerican', 'pubs']","14 E 33rd St, Garment District, NY 10016",(212) 889-9889
Taproom No 307,2,3.5,481,American,"['sportsbars', 'beerbar', 'tradamerican']","307 3rd Ave, Gramercy, NY 10010",(212) 725-4766
Taproom No 307,2,3.5,481,Other,"['sportsbars', 'beerbar', 'tradamerican']","307 3rd Ave, Gramercy, NY 10010",(212) 725-4766
Taqueria Diana,1,4.0,727,Mexican,['mexican'],"129 2nd Ave, Greenwich Village, NY 10003",(646) 422-7871
Taqueria Diana,2,3.5,215,Mexican,['mexican'],"524 9th Ave, Midtown West, NY 10018",(646) 684-4541
Taqueria Gramercy,2,4.0,86,Mexican,"['bars', 'tacos']","218 3rd Ave, Greenwich Village, NY 10003",(646) 370-6435
Taqueria Guadalupe,2,3.0,48,Mexican,['mexican'],"1743 Lexington Ave, East Harlem, NY 10029",(212) 828-6520
Taqueria San Pedro,1,3.5,128,Mexican,['mexican'],"3662 Broadway, Harlem, NY 10031",(212) 491-2644
Taqueria St. Marks Place,2,4.0,430,Mexican,['mexican'],"79 St Marks Pl, Greenwich Village, NY 10003",(646) 964-5614
Taqueria Y Fonda,1,3.5,491,Mexican,['mexican'],"968 Amsterdam Ave, Harlem, NY 10025",(212) 531-0383
Tarallucci e Vino - East Village,2,4.0,283,Italian,"['bars', 'breakfast_brunch', 'italian']","163 1st Ave, Gramercy, NY 10003",(212) 388-1190
Tarallucci E Vino -Union Square,2,3.5,365,Italian,"['italian', 'wine_bars']","15 E 18th St, Gramercy, NY 10003",(212) 228-5400
Tarallucci E Vino - Nomad,2,4.0,166,Italian,"['italian', 'wine_bars', 'breakfast_brunch']","44 E 28th St, Gramercy, NY 10016",(212) 779-1100
Tartina,2,4.0,261,Italian,['italian'],"1034 Amsterdam Ave, East Harlem, NY 10025",(646) 590-0577
Tartine,2,4.0,987,French,['french'],"253 W 11th St, Greenwich Village, NY 10014",(212) 229-2611
Tartinery Hudson Eats,2,4.0,368,French,['french'],"225 Liberty St, Chinatown, NY 10281",(646) 755-8484
Tartinery,2,4.0,47,American,"['cafes', 'breakfast_brunch']","90 Park Ave, Garment District, NY 10016",(212) 300-5838
Tartinery,2,4.0,58,American,['french'],"1 W 59th St, Midtown West, NY 10019",(646) 755-3231
Taste Good,1,3.5,100,Chinese,['chinese'],"18 W 25th St, Gramercy, NY 10010",(212) 741-3223
Taste Kitchen,2,3.0,42,Chinese,['chinese'],"316 W 36th St, Garment District, NY 10018",(646) 666-0531
GAUDIr,2,5.0,1,French,"['tapas', 'catalan', 'spanish']","251 E 110th St, East Harlem, NY 10029",(212) 744-4422
GAUDir,2,5.0,37,French,"['tapasmallplates', 'spanish', 'wine_bars']","251 E 110th St, East Harlem, NY 10029",(212) 744-4422
GAUDIr,2,5.0,1,French,"['tapas', 'catalan', 'spanish']","251 E 110th St, East Harlem, NY 10029",(212) 744-4422
GAUDir,2,5.0,37,French,"['tapasmallplates', 'spanish', 'wine_bars']","251 E 110th St, East Harlem, NY 10029",(212) 744-4422
Tasty Deli,1,4.0,280,American,"['delis', 'sandwiches']","4020 Broadway, Harlem, NY 10032",(212) 923-0700
Tasty Dumpling,1,3.5,501,Chinese,['chinese'],"42 Mulberry St, Little Italy, NY 10013",(212) 349-0070
Tasty Hand-Pulled Noodles,1,4.0,1000,Chinese,"['chinese', 'noodles']","1 Doyers St, Little Italy, NY 10013",(212) 791-1817
Tasty Hand Pulled Noodles II,2,4.0,297,Chinese,['noodles'],"648 9th Ave, Midtown West, NY 10036",(917) 388-2351
Tataki Japanese Restaurant,2,3.5,156,Japanese,['japanese'],"3 Lispenard St, SoHo, NY 10013",(212) 965-0975
Taureau,3,4.5,574,French,"['fondue', 'french']","558 Broome St, Greenwich Village, NY 10013",(212) 228-2222
Tavern29,2,4.0,911,American,"['pubs', 'newamerican']","47 E 29th St, Midtown West, NY 10016",(212) 685-4422
Tavern on Jane,2,4.0,405,American,['newamerican'],"31 8th Ave, Greenwich Village, NY 10014",(212) 675-2526
Taverna Di Bacco,2,4.0,276,Italian,"['italian', 'cocktailbars']","175 Ludlow St, Chinatown, NY 10002",(212) 477-0077
Taverna Kyclades - East Village,2,4.0,828,Greek,"['greek', 'seafood', 'mediterranean']","228 1st Ave, Greenwich Village, NY 10009",(212) 432-0011
Tavola,2,4.0,961,Italian,"['italian', 'pizza', 'wine_bars']","488 9th Ave, Midtown West, NY 10018",(212) 273-1181
Tavola,2,4.0,961,Italian,"['italian', 'pizza', 'wine_bars']","488 9th Ave, Midtown West, NY 10018",(212) 273-1181
Tavola,2,4.0,961,Pizza/Italian,"['italian', 'pizza', 'wine_bars']","488 9th Ave, Midtown West, NY 10018",(212) 273-1181
Grace Dodge Cafe,1,3.0,11,American,['foodstands'],"525 W 120th St, Morningside Heights, NY 10027",(212) 678-3168
Ted's Montana Grill - New York,2,3.5,375,American,"['steak', 'burgers', 'tradamerican']","110 W 51st St, Midtown West, NY 10020",(212) 245-5220
Ted's Corner Tavern,2,4.5,200,Greek,"['cocktailbars', 'mediterranean', 'beer_and_wine']","523 3rd Ave, Midtown East, NY 10016",(212) 689-2676
Teleon Cafe,1,3.5,100,American,['delis'],"264 W 40th St, Garment District, NY 10018",(212) 575-3838
Craft,4,4.0,1000,American,"['newamerican', 'bars', 'seafood']","43 E 19th St, Greenwich Village, NY 10003",(212) 780-0880
Tempura Matsui,4,4.5,134,Japanese,"['japanese', 'seafood']","222 E 39th St, Midtown East, NY 10016",(212) 986-8885
Ten Degrees Bar,2,4.0,824,American,"['gastropubs', 'venues']","121 St Marks Pl, Gramercy, NY 10009",(212) 358-8600
Tender Steak & Sushi,3,4.0,342,Steak,"['sushi', 'steak', 'cocktailbars']","130 W 47th St, Midtown West, NY 10036",(212) 514-6000
Teng Dragon,2,4.5,3,Chinese,['chinese'],"1516 Amsterdam Ave, East Harlem, NY 10031",(646) 476-4448
Tenho Ramen,2,4.0,89,Japanese,"['ramen', 'cocktailbars']","542 3rd Ave, Midtown East, NY 10016",(646) 781-9025
Teppen Ramen,2,4.5,409,Japanese,['ramen'],"159 E 55th St, Midtown West, NY 10022",(212) 355-2974
Tequila Chito's Mexican Grill,2,2.5,203,Mexican,['mexican'],"358 W 23rd St, Chelsea, NY 10011",(212) 463-0535
Tequilas Mexican Grill,2,3.5,12,Mexican,['mexican'],"358 West 23 rd St, Chelsea, NY 10011",(212) 463-0535
Terakawa Ramen,2,3.5,387,Japanese,['ramen'],"885C 9th Ave, Midtown West, NY 10019",(212) 307-0170
Terra Wine Bar,2,3.5,362,Italian,"['tapasmallplates', 'italian']","222 W Broadway, Chinatown, NY 10013",(212) 625-0900
Terrace Fish & Chips,2,4.0,98,Seafood,"['seafood', 'fishnchips']","77 Pearl St, Financial District, NY 10004",(212) 809-4604
Terravita,2,4.5,163,Latin,"['breakfast_brunch', 'tradamerican', 'cocktailbars']","4193 Broadway, Harlem, NY 10033",(646) 370-4371
Terrific Wings Tacos And Things,2,3.5,28,American,"['chicken_wings', 'tradamerican', 'mexican']","1901 Lexington Ave, East Harlem, NY 10035",(646) 559-9306
Terroir Tribeca,2,4.0,286,Italian,"['wine_bars', 'newamerican']","24 Harrison St, Chinatown, NY 10013",(212) 625-9463
Tessa,3,4.0,379,Mediterranean,"['mediterranean', 'french', 'italian']","349 Amsterdam Ave, East Harlem, NY 10024",(212) 390-1974
Texas Chicken & Burgers,1,3.5,3,Chicken,"['chicken_wings', 'burgers', 'tradamerican']","471 Malcolm X Blvd, Harlem, NY 10030",(917) 475-1715
Texas Chicken & Burgers,1,3.5,13,Chicken,"['chicken_wings', 'burgers', 'tradamerican']","3486 Broadway, Harlem, NY 10031",(646) 918-6207
Texas Rotisserie & Grill,2,3.0,123,Chicken,['bbq'],"2581 Broadway, Morningside Heights, NY 10025",(212) 665-9800
Texas Star,1,4.5,35,American,"['southern', 'sandwiches']","741 Saint Nicholas Ave, Harlem, NY 10031",(212) 926-0133
TGA NYC,2,4.0,98,American,"['tradamerican', 'cocktailbars', 'sportsbars']","320 W 36th St, Midtown West, NY 10018",(212) 651-4842
Thai72,2,4.0,252,Thai,['thai'],"128 W 72nd St, Midtown West, NY 10023",(212) 496-6153
Thai At Lex,2,3.5,179,Thai,"['thai', 'noodles', 'asianfusion']","1244 Lexington Ave, Upper East Side, NY 10028",(212) 288-6060
Thai BKK,2,3.5,74,Thai,['thai'],"2021 Lexington Ave, East Harlem, NY 10035",(212) 860-2737
Thai Direct Bowls,2,4.0,49,Thai,"['thai', 'noodles', 'dimsum']","131 Avenue A, Gramercy, NY 10009",(646) 370-1122
Thai Jasmine Resturant,2,3.5,388,Thai,['thai'],"106 Bayard St, Little Italy, NY 10013",(212) 349-3132
Thai Market,2,4.0,1000,Thai,"['thai', 'noodles', 'soup']","960 Amsterdam Ave, East Harlem, NY 10025",(212) 280-4575
Thai Peppercorn,1,3.0,65,Thai,['thai'],"1406 Madison Ave, East Harlem, NY 10029",(212) 987-6185
Thai Sliders & Co,2,4.0,98,Thai,"['thai', 'panasian', 'noodles']","150 8th Ave, Chelsea, NY 10011",(212) 675-0080
Thái Son,2,3.5,860,Vietnamese/Cambodian/Malaysia,['vietnamese'],"89 Baxter St, Little Italy, NY 10013",(212) 732-2822
Thai Super,2,3.5,166,Thai,['thai'],"166 E 118th St, East Harlem, NY 10035",(646) 559-1339
Thai Terminal,2,4.0,563,Thai,['thai'],"349 E 12th St, Greenwich Village, NY 10003",(212) 614-0155
Thai Villa,2,4.5,1000,Thai,"['thai', 'asianfusion']","5 E 19th St, Midtown West, NY 10003",(212) 802-9999
Thai-ish,2,4.0,230,Thai,['thai'],"168 Lexington Ave, Midtown East, NY 10016",(212) 889-4999
Thailicious LES,2,4.5,102,Thai,"['thai', 'noodles']","71 Clinton St, Greenwich Village, NY 10002",(646) 882-0343
Thais New York,2,4.0,146,Thai,['thai'],"1750 2nd Ave, East Harlem, NY 10128",(212) 289-8889
Thalassa Restaurant,3,4.0,408,Greek,"['seafood', 'greek']","179 Franklin St, Chinatown, NY 10013",(212) 941-7661
The 13th Step,2,3.0,594,American,"['sportsbars', 'sandwiches']","149 2nd Ave, Gramercy, NY 10003",(212) 228-8020
The Ainsworth - FiDi,2,3.0,72,American,"['newamerican', 'burgers']","121 Fulton St, Financial District, NY 10038",(646) 545-6647
The Alvin Public House,2,4.5,12,American,"['burgers', 'irish_pubs', 'sandwiches']","406 E 64th St, Upper East Side, NY 10065",(646) 476-5075
The Athenian,2,4.5,49,Greek,"['wine_bars', 'greek']","224 E 10th St, Gramercy, NY 10003",(646) 224-6988
The Bao,2,4.0,1000,Chinese,['chinese'],"13 St Marks Pl, Greenwich Village, NY 10003",(212) 388-9238
The Bar Room,2,4.0,515,American,"['newamerican', 'cocktailbars']","117 E 60th St, Midtown West, NY 10022",(212) 561-5523
SMARTWICH,2,5.0,10,Café/Coffee/Tea,['sandwiches'],"31 3rd Ave, Gramercy, NY 10003",(917) 261-4364
The Best of New York Food,1,3.5,91,American,['delis'],"150 Water St, Financial District, NY 10005",(212) 952-1890
The Black Derby,2,4.5,187,American,"['newamerican', 'french']","310 W 4th St, Greenwich Village, NY 10014",(646) 912-9061
The Black Sheep,2,3.5,87,Irish,['irish'],"583 3rd Ave, Murray Hill, NY 10016",(212) 599-3476
Blarney Stone,2,3.5,119,American,"['pubs', 'tradamerican', 'sportsbars']","410 8th Ave, Garment District, NY 10001",(212) 594-5100
The Blue Dog Cookhouse & Bar,2,4.0,1000,American,"['breakfast_brunch', 'newamerican', 'french']","308 W 50th St, Midtown West, NY 10019",(212) 459-0700
The Bluebell Cafe,2,4.0,618,American,"['newamerican', 'breakfast_brunch']","293 3rd Ave, Gramercy, NY 10010",(646) 649-2389
The Boil,2,4.5,1000,Seafood,"['cajun', 'seafood', 'raw_food']","139 Chrystie St, Greenwich Village, NY 10002",(212) 925-8815
The Boil,2,4.0,792,American,"['cajun', 'seafood']","17 Waverly Pl, Midtown West, NY 10003",(646) 833-7110
Boilery,2,4.0,125,Seafood,"['seafood', 'cocktailbars', 'sandwiches']","710 Amsterdam Ave, East Harlem, NY 10025",(646) 755-8968
The Braised Shop,2,4.0,90,Asian,['taiwanese'],"241 E 10th St, Greenwich Village, NY 10003",(646) 863-3200
The Brazen Tavern,2,4.5,384,American,"['bars', 'newamerican']","356 W 44th St, Midtown West, NY 10036",(646) 678-5989
The Butcher's Daughter,2,3.5,1000,Vegetarian,"['juicebars', 'vegetarian', 'breakfast_brunch']","19 Kenmare St, Little Italy, NY 10012",(212) 219-3434
The Butcher's Daughter,2,3.5,1000,"Juice, Smoothies, Fruit Salads","['juicebars', 'vegetarian', 'breakfast_brunch']","19 Kenmare St, Little Italy, NY 10012",(212) 219-3434
Calaveras Cafe NYC,1,5.0,1,Mexican,"['coffee', 'cafes', 'bakeries']","947 Columbus Avenue New York Ny 10025, Morningside Heights, NY 10025",(646) 484-6533
The Calaveras,2,4.5,144,Mexican,"['bars', 'mexican', 'tapasmallplates']","949 Columbus Ave, East Harlem, NY 10025",(646) 484-6533
Calaveras Cafe NYC,1,5.0,1,Café/Coffee/Tea,"['coffee', 'cafes', 'bakeries']","947 Columbus Avenue New York Ny 10025, Morningside Heights, NY 10025",(646) 484-6533
The Calaveras,2,4.5,144,Café/Coffee/Tea,"['bars', 'mexican', 'tapasmallplates']","949 Columbus Ave, East Harlem, NY 10025",(646) 484-6533
The Capital Grille,3,4.0,810,Steak,"['steak', 'seafood', 'wine_bars']","155 E 42nd St, Upper East Side, NY 10017",(212) 953-2000
The Capital Grille,3,4.0,763,American,"['steak', 'seafood', 'wine_bars']","120 W 51st St, Midtown West, NY 10020",(212) 246-0154
The Capital Grille,3,4.0,594,American,"['seafood', 'steak', 'wine_bars']","120 Broadway, Chinatown, NY 10271",(212) 374-1811
Central Bar,2,4.0,603,American,"['sportsbars', 'irish']","109 E 9th St, Greenwich Village, NY 10003",(212) 529-5333
The Churchill Tavern,2,3.5,243,English,"['pubs', 'british']","45 E 28th St, Gramercy, NY 10016",(646) 476-8419
The Clam,3,4.0,365,American,"['seafood', 'newamerican', 'cocktailbars']","420 Hudson St, Greenwich Village, NY 10014",(212) 242-7420
Cock & Bull,2,4.0,545,English,"['british', 'pubs', 'gastropubs']","23 W 45th St, Midtown West, NY 10036",(212) 819-1900
The Consulate,3,4.5,84,French,"['french', 'newamerican', 'cocktailbars']","519 Columbus Ave, East Harlem, NY 10024",(646) 781-9288
The Copper Still,2,4.0,169,Irish,"['bars', 'breakfast_brunch']","151 2nd Ave, Gramercy, NY 10003",(212) 510-8469
The Counter,2,3.5,883,American,"['burgers', 'newamerican']","7 Times Square, Midtown West, NY 10036",(212) 997-6801
The Crooked Knife,2,3.5,638,American,"['breakfast_brunch', 'gastropubs', 'venues']","29 E 30th St, Midtown East, NY 10016",(212) 696-2593
CK14  The Crooked Knife,2,4.0,534,American,"['bars', 'gastropubs', 'newamerican']","232 W 14th St, Greenwich Village, NY 10011",(212) 929-4534
The Crosby Bar,3,3.5,161,American,"['bars', 'newamerican']","79 Crosby St, Little Italy, NY 10012",(212) 226-6400
The Daisy,2,3.5,245,American,"['cocktailbars', 'newamerican', 'gastropubs']","1641 Second Ave, Upper East Side, NY 10028",(646) 964-5756
The Dead Poet,2,4.0,432,Irish,"['bars', 'tradamerican']","450 Amsterdam Ave, East Harlem, NY 10024",(212) 595-5670
The Dip,2,5.0,29,Sandwiches,['sandwiches'],"58 St Marks Pl, Greenwich Village, NY 10003",(646) 559-9050
The Distillery,2,4.0,156,American,"['cocktailbars', 'newamerican', 'breakfast_brunch']","785 9th Ave, Midtown West, NY 10019",(212) 767-0077
The District,2,3.0,356,American,"['gastropubs', 'newamerican']","1679 3rd Ave, East Harlem, NY 10128",(212) 289-2005
The Donut Pub,1,4.0,98,Donuts,"['donuts', 'coffee', 'breakfast_brunch']","740 Broadway, Greenwich Village, NY 10003",(646) 974-1221
The Dubliner,2,3.0,235,Irish,"['irish', 'pubs']","45 Stone St, Financial District, NY 10004",(212) 785-5400
The Dutch,3,3.5,1000,American,['tradamerican'],"131 Sullivan St, Greenwich Village, NY 10012",(212) 677-6200
The East Pole,3,3.5,251,American,"['newamerican', 'bars']","133 E 65th St, East Harlem, NY 10065",(212) 249-2222
The Edge Harlem,2,4.0,613,Café/Coffee/Tea,"['breakfast_brunch', 'newamerican', 'coffee']","101 Edgecombe Ave, East Harlem, NY 10030",(212) 939-9688
The Edge Harlem,2,4.0,613,Other,"['breakfast_brunch', 'newamerican', 'coffee']","101 Edgecombe Ave, East Harlem, NY 10030",(212) 939-9688
The Elgin,2,4.5,111,American,"['cocktailbars', 'beerbar', 'newamerican']","64 West 48th St, Midtown West, NY 10036",(212) 221-2100
Robert's Steakhouse,4,4.0,22,American,"['steak', 'newamerican']","603 W 45th St, Midtown West, NY 10036",(212) 245-0002
The Expat,2,4.0,69,Asian,['gastropubs'],"64 Tiemann Pl, East Harlem, NY 10027",(646) 410-2922
Jimbo's Hamburger Palace,1,3.5,31,Hamburgers,"['burgers', 'sandwiches']","1345 Amsterdam Ave, Harlem, NY 10027",(212) 865-8777
FERNS,2,4.5,88,American,"['bars', 'tradamerican', 'breakfast_brunch']","166 1st Ave, Gramercy, NY 10009",(646) 998-5034
The Flatiron Room,3,4.5,791,American,"['lounges', 'jazzandblues', 'tradamerican']","37 W 26th St, Midtown West, NY 10010",(212) 725-3860
The Flower Shop,2,4.0,124,American,"['newamerican', 'pubs']","107 Eldridge St, Little Italy, NY 10002",(212) 257-4072
The Flying Cock,2,4.0,570,Irish,"['pubs', 'breakfast_brunch']","497 3rd Ave, Midtown East, NY 10016",(212) 689-6900
The Folly,2,4.0,214,American,"['seafood', 'gastropubs']","92 W Houston St, Greenwich Village, NY 10012",(646) 726-4740
The Full Shilling,2,4.0,86,Irish,"['pubs', 'irish']","160 Pearl St, Financial District, NY 10005",(212) 422-3855
The Fulton,3,3.5,174,Seafood,"['seafood', 'breakfast_brunch']","89 South St, Chinatown, NY 10038",(212) 838-1200
Borrachito,2,4.0,19,American,['tacos'],"206 Avenue A, Gramercy, NY 10009",(212) 228-6231
Gastro AT 35- Bar & Restaurant,2,3.0,84,Tapas,"['gastropubs', 'spanish', 'breakfast_brunch']","345 W 35th St, Garment District, NY 10001",(646) 200-8857
The Gem Saloon,2,4.0,195,American,"['bars', 'breakfast_brunch', 'tradamerican']","375 3rd Ave, Gramercy, NY 10016",(646) 612-7757
The Gin Mill,2,3.5,395,American,"['tradamerican', 'sportsbars', 'cocktailbars']","442 Amsterdam Ave, Upper West Side, NY 10024",(212) 580-9080
The Grafton,2,4.0,77,American,"['irish', 'pubs', 'sportsbars']","126 1st Ave, Gramercy, NY 10009",(212) 228-8580
The Grange Bar and Eatery,2,4.0,821,American,"['bars', 'newamerican']","1635 Amsterdam Ave, East Harlem, NY 10031",(212) 491-1635
The Gray Mare,2,4.5,87,Irish,"['cocktailbars', 'tradamerican', 'lounges']","61 2nd Ave, Greenwich Village, NY 10003",(212) 388-0662
The Great Burrito,2,4.0,281,Mexican,"['mexican', 'newamerican']","522 Columbus Ave, Upper West Side, NY 10024",(212) 724-5151
The Cabin NYC,2,4.0,219,American,"['newamerican', 'cocktailbars', 'breakfast_brunch']","205 E 4th St, Greenwich Village, NY 10009",(212) 777-0454
The Greats Of Craft,2,4.5,47,American,"['bars', 'cafes']","983 1st Ave, Midtown East, NY 10022",(646) 781-9600
The Greek,3,4.5,485,Greek,"['greek', 'mediterranean', 'cocktailbars']","458 Greenwich St, Greenwich Village, NY 10013",(646) 476-3941
Green Garden Buffet,2,4.0,1,Vegetarian,"['african', 'vegetarian', 'french']","332 E 9th St, Greenwich Village, NY 10003",(646) 575-1248
The Greenwich Social,2,4.0,38,American,"['food_court', 'juicebars', 'asianfusion']","74 5th Ave, Greenwich Village, NY 10011",(646) 678-3921
The Grey Dog,2,4.0,1000,American,"['breakfast_brunch', 'tradamerican', 'salad']","242 W 16th St, Chelsea, NY 10011",(212) 229-2345
The Grey Dog - Nolita,2,4.0,590,American,"['coffee', 'breakfast_brunch', 'newamerican']","244 Mulberry St, Little Italy, NY 10012",(212) 966-1060
The Grey Dog - Union Square,2,4.0,1000,American,"['coffee', 'breakfast_brunch', 'tradamerican']","90 University Pl, Greenwich Village, NY 10003",(212) 966-1060
The Halal Guys,1,3.5,772,Mediterranean,"['mideastern', 'halal', 'mediterranean']","307 E 14th St, Greenwich Village, NY 10003",(212) 533-7707
The Halal Guys,1,3.5,389,Middle Eastern,"['halal', 'mideastern', 'mediterranean']","720 Amsterdam Ave, East Harlem, NY 10025",(212) 665-3033
The Half Pint,2,3.5,437,American,"['tradamerican', 'lounges', 'venues']","76 W 3rd St, Greenwich Village, NY 10012",(212) 260-1088
The Handpulled Noodle,2,4.0,725,Asian,"['chinese', 'noodles']","3600 Broadway, East Harlem, NY 10031",(917) 262-0213
The Happiest Hour,2,3.0,401,American,"['cocktailbars', 'wine_bars', 'tradamerican']","121 W 10th St, Greenwich Village, NY 10011",(212) 243-2827
The Harold,2,3.5,459,American,"['tradamerican', 'breakfast_brunch', 'bars']","1271 Broadway, Garment District, NY 10001",(212) 686-1888
The Headless Widow,2,4.5,46,American,"['gastropubs', 'cocktailbars']","99 1st Ave, Midtown West, NY 10003",(917) 409-0446
The Heights Bar & Grill,2,3.5,356,Tex-Mex,"['bars', 'burgers', 'tradamerican']","2867 Broadway, Harlem, NY 10025",(212) 866-7035
The Hideaway Seaport,2,4.0,91,American,"['bars', 'newamerican', 'gastropubs']","22 Peck Slip, Chinatown, NY 10038",(212) 385-2222
The Hideout Chai Bar,1,4.5,91,Café/Coffee/Tea,['cafes'],"42 Rivington St, Little Italy, NY 10002",(646) 649-5868
The House,3,3.5,383,American,['newamerican'],"121 E 17th St, Greenwich Village, NY 10003",(212) 353-2121
The House of Brews,2,4.0,229,American,"['sportsbars', 'burgers', 'tradamerican']","363 W 46th St, Midtown West, NY 10036",(212) 245-0551
